key,title,authors,journal,issn,volume,issue,pages,year,publisher,url,abstract
5618,"``When Writing, should one Write everything?{''}. Diderot and Censorship","Jacot-Grapa, Caroline","DROIT ET CULTURES","0247-9788","57","",NA,"2009","",NA,"Diderot's attitude regarding the various aspects of censorship and prohibitions is ambivalent. On the one hand, he acknowledges its moral, intellectual and aesthetic significance. But, on the other hand, he argues against it while playing with it in his novel Jacques le fataliste. In a long sequence of ``obscene tales{''} and apology of obscenity cut off from the first edition of his novel, he shows a powerful comical temperament which sends the reader back to the carnivalesque tradition of the bas corporel from Rabelais to Sterne. It nourishes his creation of a new image of intellectual activity he has created which proclaims the dethroning of the thought."
5619,"Antidepressants in the treatment of borderline personality disorder: a review of literature data","Bellino, S. and Bozzatello, P. and Blandamura, A. and Bogetto, F.","JOURNAL OF PSYCHOPATHOLOGY-GIORNALE DI PSICOPATOLOGIA","1592-1107","15","","163-176","2009","",NA,"Background Borderline personality disorder (BPD) is a pervasive pattern of instability of interpersonal relationships, affects and identity, as well as poorly controlled impulsivity. BPD causes serious distress and impairment in social, occupational and role functioning, and it is associated with high rates of self-destructive behaviors and suicide. The American Psychiatric Association (APA) treatment guidelines indicate the use of pharmacotherapy to manage state symptoms during periods of acute exacerbations and trait vulnerability, while psychotherapy is required to attain lasting improvements in patients' personality and overall functioning. Three symptom dimensions are the main targets for pharmacotherapy of borderline personality disorder: affective dysregulation, impulsive-behavioral dyscontrol and cognitive-perceptual symptoms. APA guidelines recommend choosing antidepressant agents, in particular, selective serotonin reuptake inhibitors (SSRIs) and monoamine oxidase inhibitors (MAOIs), and mood stabilizers to treat affective dysregulation and impulsive-behavioral dyscontrol; low-dose antipsychotics are suggested for cognitive-perceptual symptoms. Two psychotherapeutic approaches have been shown in randomized controlled trials to be efficacious, i.e., psychodynamic therapy and dialectical behavior therapy. Cognitive, interpersonal, and support psychotherapies have also been considered. Objective This review aims to report and discuss data from clinical trials, reviews and meta-analyses concerning efficacy and tolerability of antidepressants in the treatment of borderline personality disorder ( Tables I, II). Methods Clinical trials, reviews and meta-analyses of antidepressants in patients with borderline personality disorder were identified through careful searches in MedLine and other sources. Results Investigations that considered controlled trials of antidepressant agents mainly focused on SSRIs. These drugs, mainly fluoxetine and fluvoxamine, are indicated as firstline treatments for affective instability (depression, anxiety, and outbursts of anger) and impulsive dyscontrol (impulsive aggression, self-mutilation, and self-damaging behaviors). SSRIs present lower incidence and milder severity of adverse effects than tricyclic antidepressants (TCAs) and MAOIs. Risk of toxicity is also lower. Available controlled studies indicate that MAOIs can be useful in treating borderline personality disorder with main effects on symptoms of atypical depression, anger and impulsivity, but the risk of adverse effects and the difficulties with adherence to required dietary restrictions constitute limitations to their use in clinical practice. TCAs are second-choice drugs in treatment of BPD; these agents can produce effects on mood instability and irritability control, but available results are limited. Clinical experience suggests that TCAs may sometimes be indicated for patients with comorbid severe depressive disorders. However, their risk for toxicity and potential lethality in overdose support the preferential use of SSRIs or related antidepressants. Although more clinical trials are needed, initial data concerning reuptake inhibitors of serotonin and noradrenaline (SNRIs) (duloxetine and venlafaxine) are promising. These antidepressants have been found to be efficacious in reducing impulsivity, anger, affective instability, anxiety, and suicidality. Conclusions Many antidepressive agents with different mechanism of actions have been evaluated in the treatment of patients with borderline personality disorder. However, a part of available studies suffer from serious methodological limitations. Further controlled trials vs. placebo or active agents are required, including larger samples and using longer durations of treatments, in order to confirm current indications for pharmacotherapy of patients with BPD."
5620,"Attitudes and behaviour towards organic products: an exploratory study","Tsakiridou, Efthimia and Boutsouki, Christina and Zotos, Yorgos and Mattas, Kostantinos","INTERNATIONAL JOURNAL OF RETAIL \& DISTRIBUTION MANAGEMENT","0959-0552","36","","158+","2008","","10.1108/09590550810853093","Purpose - The aim of this paper is to identify consumers' attitudes and behaviour towards organic products in Greece. Design/methodology/approach - This paper draws on a non-probability quota sample of 660 respondents to explore the attitudes and behaviour of Greek consumers towards organic food products. Findings - Greek consumers seem to be informed about environmental and health issues. They seek information about the nutritional value of food and demand more products free from chemical residues. The results show that most consumers associate organic consumption mainly with fruit and vegetables. Although demographics seem to affect attitudes towards organics, their value in explaining actual behaviour is minimal. Research limitations/implications - It is recognized that the data gathered in this study focus on the metropolitan area of Thessaloniki, Greece. The specific area though, is considered to be representative of the total Greek population. The results confirm that health, concern for the environment, animal welfare and support of the local economy are drivers of organic consumption. However, there is an indication that the importance of motives and barriers may vary for different product categories and perhaps future research should focus on product segmentation. Practical implications - Although certain similarities in consumers' attitudes towards organic food products have been identified, this paper records the variation in behaviour towards organics among the various consumer groups examined in Greece, and highlights the gap between attitudes and actual behaviour. Given the complexity of consumer decision making, future research should explore the other value trade-offs that consumers make. Originality/value - This paper attempts to provide evidence on the relatively under researched area of organics attitudes and behaviour in Greece."
5621,"A short introduction in the memoirs of the Romanian imprisonment","Cristea, D. M.","PHILOLOGICA JASSYENSIA","1841-5377","4","","25-38","2008","",NA,"Short literature, the diaries and the memories of those who suffered during the popular democracy, but also the numerous public articles and debates after 1989 made us familiar, at least as witnesses, with the idea of prison and with the prison reality. The prison, which influenced the destiny of so many persons (from political personalities or intellectuals of some notoriety, to common individuals), becomes not only a natural component of every day life, but also a valuable element of it. Thus, paradoxically, the prison appears as a special place which filters the people's morality and character. Prison has always been a place of abuses, but never these abuses reached such intensity as during the totalitarian dictatorships, when it became a means of annihilation, of repression and besides all, of destruction. This prison invasion in everyday life has totally changed a situation which was considerably different before XXth century and that literature kept at a low level. The memories of the former anti-communists prisoners can be classified, at the existential level, from two points of view: as a physical fight and resistance proof and as inner endurance. The first is epically organized as an adventure novel, while the second is, mostly, a confession text. The Romanian prisoner oscillates between Don Quijote and Iov. These Quixotic forms are nothing but a hectic search of the human, a supreme exercise of the free agency. On the other side, the main form of existence in prison is not action, but reflection. The prisoner doesn't prove less courage, he is not a timorous person; on the contrary, he lives a real euphoria of accomplishment in endeavor and he is able to face the guardians, to make demonstrative actions, risking in this way very rough punishments. But he doesn't ``realize{''} himself as a prisoner and regime enemy by this attitude, but in the way he assimilates intellectually and morally the unique experience that he lived, turning it into a stage towards self-fulfillment. The memories from the prison show something more (and in this point they touch the literary side): that suffering, humiliation, fear, starvation, coldness and torture awake the latency of unconcealed predispositions, of an aptitude for literature (even if many of the writings don't have a special aesthetic value). From this point of view, the testimonies of the political prisoners from behind the bars during the ``madding Stalinism{''} produce a new literary and human matter which changes, mostly, the data of the Romanian literature: by discovering the secrets and tortures of the Hell, literature can't be any longer as before."
5622,"Obesity is more than an eating disorder - the multidimensional perspective of a pandemia","Herpertz, Stephan","ZEITSCHRIFT FUR PSYCHOSOMATISCHE MEDIZIN UND PSYCHOTHERAPIE","1438-3608","54","","4-31","2008","","10.13109/zptm.2008.54.1.4","A summary of the epidemiology, etiology and therapy of obesity is given with special emphasis on psychosomatic aspects. Overweight and obesity are widespread and go hand in hand with an increased health risk. The etiology of obesity is multifactorial based on gene/environment interactions; hyperalimentation and physical inactivity, as an expression of the rapid technical advancements within the past decades, have, however, had a decisive influence on the pandemic spreading of obesity. The prevalence of mental disorders is increased particularly in obese women. Although phylogenetically of relevance, an environment that associates slimness with beauty health, physical and mental proficiency leads to a stigmatization of the obese. The results are mental symptoms and disorders. On the contrary, mental problems up to and including the full clinical picture of mental disorders may lead to changes in eating and exercise behaviour, the result of which may be a sustained positive energy balance with overweight and obesity. The success of conservative weight reduction measures in obesity is inadequate. Surgical measures are more successful, but they are only indicated for severe obesity. The psychosomatic and psychotherapeutic approach to over-weight and obesity is multifactorial and indispensable. Obesity is not an eating disorder; it may, however, be the result of hyperalimentation into which pathogenetic and mental factors have been incorporated."
5623,"Scientific Report on animal health and welfare in fattening pigs in relation to housing and husbandry","Algers, Bo and Blokhuis, Harry J. and Broom, Donald M. and Costa, Patrizia and Domingo, Mariano and Greiner, Mathias and Guemene, Daniel and Hartung, Jorg and Koenen, Frank and Muller-Graf, Christine and Morton, David B. and Osterhaus, Albert and Pfeiffer, Dirk U. and Roberts, Ron and Sanaa, Moez and Salman, Mo and Sharp, J. Michael and Vannier, Philippe and Wierup, Martin and Wooldridge, Marion and AHAW Scientific Panel Members","EFSA JOURNAL","1831-4732","5","",NA,"2007","",NA,"Council Directive 91/630/EEC1, as amended, laying down minimum standards for the protection of pigs, requires the Commission to submit to the Council a report, based on a scientific opinion of the European Food Safety Authority (EFSA), concerning the welfare various aspects of housing and husbandry systems for farmed pigs. EFSA has therefore been required to provide a Scientific Opinion on several aspects of this, one concerning fattening pigs. The opinion should include: the effects of stocking density, including group size and grouping methods, space requirements and the impact of stall design and different flooring types taking into account different climatic conditions. The Scientific Opinion was adopted by the Panel on Animal Health and Welfare (AHAW) on 6 September 2007. Based on the scientific data presented in the Scientific Report and risk assessment, conclusions and recommendations were drawn. In relation to disease, respiratory and gastrointestinal infections and production-related diseases can have a major impact on the welfare of fattening pigs. Management, inspection and other disease prevention measures, handling, hygiene, floor type and the manure system have major effects on disease risk and significant importance for ensuring good welfare. At post-mortem slaughter inspection, pigs kept outdoors usually have a lower prevalence of lesions due to respiratory infections than indoor pigs but higher risk of some internal parasites. Leg disorders, which are caused by a complex of factors including genetic selection and high energy and high protein diet, are a major problem. Interactions between many aspects of the biological functioning of pigs and effects of housing and management on welfare are described. Without suitable rooting and manipulation materials, pigs are likely to direct tactile behaviour towards companions using aggression or other causes of poor welfare. Manipulable material makes any floor more attractive for exploration and pigs prefer the presence of straw to an unbedded floor. The provision of appropriate foraging material is difficult in pens with fully slatted floors unless there is automatic shredding in the waste disposal system. If the ambient temperatures are too high, adequate space to separate from other pigs, sufficient contact with a cool floor, access to outdoors, air-flow rates to help evaporation, water on the skin, or more drinking water help to avoid over-heating. In the case of too low a temperature, better insulation of the floor lowers the risk of hypothermia. When there is too little sensory input, because of social isolation, a barren environment or too little light intensity, pigs are likely to show abnormal behavioural and physiological responses. Flashing lights can be disturbing to pigs and poor welfare is also associated with light of a wavelength or intensity that does not allow the pig to discriminate the behaviour of other pigs or materials. The genetic selection for rapid growth and lean meat without enough consideration of other factors has led to some widespread and serious problems. However, selective breeding to eliminate the halothane gene has improved pig welfare. Poor quality pen design can cause poor welfare in pigs because of parts that cause injury, or disturbance and aggression. If pigs do not have sufficient exercise, there can be adverse effects on bone and muscle development. Dunging behaviour (urination and defecation) is facilitated by design of the housing system and good management. Mixing unacquainted pigs leads to a substantial risk of fighting, injury and production loss. Recommendations presented in the Scientific Opinion include the need to provide an environment and management so that the negative consequences of poor welfare such as injurious behaviours, physiological problems and immunosuppression, caused in barren environments, are avoided. In this sense, it is recommended that pigs should be provided with manipulable, destructible materials, wallows, lighting of appropriate wavelength and intensity, water of a quality and quantity sufficient for their needs, and a balanced diet with no harmful contaminants. In order to minimise disease in pigs, and hence poor welfare, effective disease preventive and management procedures should be in place. The design of accommodation for pigs should be such that the pigs have sufficient exercise for normal bone and muscle development. There should be further efforts to select and breed so that problems of pig welfare, including cardiovascular malfunction, risk of early death and leg disorders are maintained at a low level. The recommendations for further research are mainly focused on the evaluation of the effects of the exposure to several factors (i.e. barren environment, light intensity, noise, respiratory disorders) on the welfare of fattening pigs. Recommendations for further research in relation to the heavy pig production are also provided. The methodology and the results of this scientific report and opinion should be developed to identify welfare outcomes (indicators) that are valid and can be used in an animal welfare monitoring system."
5624,"Animal health and welfare in fattening pigs in relation to housing and husbandry Scientific Opinion of the Panel on Animal Health and Welfare","Algers, Bo and Blokhuis, Harry J. and Broom, Donald M. and Costa, Patrizia and Domingo, Mariano and Greiner, Mathias and Guemene, Daniel and Hartung, Jorg and Koenen, Frank and Muller-Graf, Christine and Morton, David B. and Osterhaus, Albert and Pfeiffer, Dirk U. and Roberts, Ron and Sanaa, Moez and Salman, Mo and Sharp, J. Michael and Vannier, Philippe and Wierup, Martin and Wooldridge, Marion and Panel Members","EFSA JOURNAL","1831-4732","5","",NA,"2007","","10.2903/j.efsa.2007.564","Council Directive 91/630/EEC2, as amended, laying down minimum standards for the protection of pigs, requires the Commission to submit to the Council a report, based on a scientific opinion of the European Food Safety Authority (EFSA), concerning the welfare various aspects of housing and husbandry systems for farmed pigs. EFSA has therefore been required to provide a Scientific Opinion on several aspects of this, one concerning fattening pigs. The opinion should include: the effects of stocking density, including group size and grouping methods, space requirements and the impact of stall design and different flooring types taking into account different climatic conditions. The Scientific Opinion was adopted by the Panel on Animal Health and Welfare (AHAW) on 6 September 2007. Based on the scientific data presented in the Scientific Report and risk assessment, conclusions and recommendations were drawn. In relation to disease, respiratory and gastrointestinal infections and production-related diseases can have a major impact on the welfare of fattening pigs. Management, inspection and other disease prevention measures, handling, hygiene, floor type and the manure system have major effects on disease risk and significant importance for ensuring good welfare. At post-mortem slaughter inspection, pigs kept outdoors usually have a lower prevalence of lesions due to respiratory infections than indoor pigs but higher risk of some internal parasites. Leg disorders, which are caused by a complex of factors including genetic selection and high energy and high protein diet, are a major problem. Interactions between many aspects of the biological functioning of pigs and effects of housing and management on welfare are described. Without suitable rooting and manipulation materials, pigs are likely to direct tactile behaviour towards companions using aggression or other causes of poor welfare. Manipulable material makes any floor more attractive for exploration and pigs prefer the presence of straw to an unbedded floor. The provision of appropriate foraging material is difficult in pens with fully slatted floors unless there is automatic shredding in the waste disposal system. If the ambient temperatures are too high, adequate space to separate from other pigs, sufficient contact with a cool floor, access to outdoors, air-flow rates to help evaporation, water on the skin, or more drinking water help to avoid over-heating. In the case of too low a temperature, better insulation of the floor lowers the risk of hypothermia. When there is too little sensory input, because of social isolation, a barren environment or too little light intensity, pigs are likely to show abnormal behavioural and physiological responses. Flashing lights can be disturbing to pigs and poor welfare is also associated with light of a wavelength or intensity that does not allow the pig to discriminate the behaviour of other pigs or materials. The genetic selection for rapid growth and lean meat without enough consideration of other factors has led to some widespread and serious problems. However, selective breeding to eliminate the halothane gene has improved pig welfare. Poor quality pen design can cause poor welfare in pigs because of parts that cause injury, or disturbance and aggression. If pigs do not have sufficient exercise, there can be adverse effects on bone and muscle development. Dunging behaviour (urination and defecation) is facilitated by design of the housing system and good management. Mixing unacquainted pigs leads to a substantial risk of fighting, injury and production loss. Recommendations presented in the Scientific Opinion include the need to provide an environment and management so that the negative consequences of poor welfare such as injurious behaviours, physiological problems and immunosuppression, caused in barren environments, are avoided. In this sense, it is recommended that pigs should be provided with manipulable, destructible materials, wallows, lighting of appropriate wavelength and intensity, water of a quality and quantity sufficient for their needs, and a balanced diet with no harmful contaminants. In order to minimise disease in pigs, and hence poor welfare, effective disease preventive and management procedures should be in place. The design of accommodation for pigs should be such that the pigs have sufficient exercise for normal bone and muscle development. There should be further efforts to select and breed so that problems of pig welfare, including cardiovascular malfunction, risk of early death and leg disorders are maintained at a low level. The recommendations for further research are mainly focused on the evaluation of the effects of the exposure to several factors (i.e. barren environment, light intensity, noise, respiratory disorders) on the welfare of fattening pigs. Recommendations for further research in relation to the heavy pig production are also provided. The methodology and the results of this scientific report and opinion should be developed to identify welfare outcomes (indicators) that are valid and can be used in an animal welfare monitoring system."
5625,"Diet and Nutrients in the Prevention and Treatment of Type 2 Diabetes","Melanson, Kathleen J.","AMERICAN JOURNAL OF LIFESTYLE MEDICINE","1559-8276","1","","339-343","2007","","10.1177/1559827607304574","Lifestyle factors, including diet, are critical in the prevention and treatment of type 2 diabetes. Because weight gain increases diabetes risk, and even modest weight reduction reduces risk, weight management is paramount in lessening the occurrence and effects of diabetes. Weight loss interventions should include patient education, behavioral strategies, physical activity, energy intake deficits of 500 to 1000 kcal/day, and prevention of recidivism. Macronutrient distribution ranges of diets for diabetic patients follow those of the Dietary Reference Intakes, allowing for individualization according to a patient's metabolic responses, needs, and preferences. Nutrients to be limited include saturated fats, artificial trans fats, cholesterol, and sodium, whereas nutrients to be emphasized include monounsaturated fatty acids, omega-3 polyunsaturated fatty acids, fibers, antioxidants, and minerals, including potassium, magnesium, calcium, and chromium. Food sources are advised rather than supplements. Sugars can be isocalorically substituted for starches without detriments to glycemic control. Diets with low glycemic index or load may have modest benefits in managing type 2 diabetes. If a diabetic patient chooses to consume alcohol, he or she should do so in moderation. Foods advocated in type 2 diabetes are similar to those that are also beneficial in reducing risk for other chronic diseases."
5626,"Individual differences in the drive to overeat","Hetherington, M. M.","NUTRITION BULLETIN","1471-9827","32","","14-21","2007","","10.1111/j.1467-3010.2007.00601.x","Obesity is considered a public health crisis. In order to tackle this, an enhanced appreciation of what drives some consumers to overeat is required. It is clear that several features of the modern environment encourage over-consumption in many people, at least some of the time. However, there is variation in the extent to which this translates into weight gain. Understanding whether susceptibility is dispositional or learned will shape prevention and treatment programmes. This review identifies situational cues that promote overeating and dispositional traits, such as impulsivity and sensitivity to reward, which make some individuals specifically vulnerable to overeating. These traits are likely to contribute to the development of the obese state, but also present barriers to weight management. Personalised nutrition and behavioural strategies may provide a novel and innovative approach, as these take account of individual differences in vulnerability to overeating."
5627,"Insulin Gene Variable Number of Tandem Repeat Genotype, Early Growth and Glucose Metabolism in Adult Life","Eriksson, G. J. and Osmond, C. and Forsen, J. and Kajantie, E. and Barker, J. P. D. and Laakso, M.","INTERNATIONAL JOURNAL OF ENDOCRINOLOGY AND METABOLISM","1726-913X","4","","180-187","2006","",NA,"The predisposition to type 2 diabetes is programmed early in life and genotypes promoting survival during nutritional adversity could increase the risk of type 2 diabetes. The insulin gene and variation in the insulin gene variable number of tandem repeats (VNTR) polymorphism has been suggested to modify birth size and diabetes susceptibility. Materials and Methods: We assessed the association between the insulin gene VNTR genotypes, early growth and glucose and insulin metabolism in adult life in 488 subjects participating in the Helsinki Birth Cohort Study. Results: Body size at birth did not differ significantly between the INS VNTR genotypes. One additional type III allele was associated with a 13 g decrease (95\% CI -55 to 81 g; p=0.7) in birth weight. Fasting glucose concentration was highest in the carriers of the III/III genotype. The cumulative incidence of type 2 diabetes did not differ between the genotypes. Interactions between birth size and insulin VNTR genotype in relation to fasting glucose (p for interaction =0.08 for birth weight, p=0.05 for birth length) and 2-hour insulin (p for interaction =0.04) were ob-served. Conclusions: These interactions between body size at birth and genotype reflect interactions between the insulin VNTR gene and the intrauterine environment. Our findings are consistent with the hypothesis of developmental plasticity, where one genotype can give rise to different phenotypes dependent on the early environment."
5628,"Conclusion regarding the peer review of the pesticide risk assessment of the active substance diazinon","[}Anonymous]","EFSA JOURNAL","1831-4732","4","",NA,"2006","","10.2903/j.efsa.2006.85r","Diazinon is one of the 52 substances of the second stage of the review programme covered by Commission Regulation (EC) No 451/20001, as amended by Commission Regulation (EC) No 1490/20022. This Regulation requires the European Food Safety Authority (EFSA) to organise a peer review of the initial evaluation, i.e. the draft assessment report (DAR), provided by the designated rapporteur Member State and to provide within one year a conclusion on the risk assessment to the EU-Commission. Portugal being the designated rapporteur Member State submitted the DAR on diazinon in accordance with the provisions of Article 8(1) of the amended Regulation (EC) No 451/2000, which was received by the EFSA on 8 July 2005. Following a quality check on the DAR, the peer review was initiated on 9 September 2004 by dispatching the DAR for consultation of the Member States and the sole applicant Makhteshim Agan. Subsequently, the comments received on the DAR were examined by the rapporteur Member State and the need for additional data was agreed in an evaluation meeting on 18 May 2005. Remaining issues as well as further data made available by the notifier upon request were evaluated in a series of scientific meetings with Member State experts in September 2005. A final discussion of the outcome of the consultation of experts took place with representatives from the Member States on 6-7 June 2006 leading to the conclusions as laid down in this report. The conclusion was reached on the basis of the evaluation of the representative uses in Southern Europe as an insecticide and acaricide as proposed by the applicant with application via orchard air blast sprayers and tractor mounted hydraulic sprayers. Application is made to apples and pears with a maximum total dose of 2.7 kg diazinon per hectare and to sugar beet with a maximum total dose of 0.72 kg diazinon per hectare. It should be noted that the use in apples and pears were withdrawn during the EU peer review process. The representative formulated product for the evaluation was Diazol 60 EC, an emulsifiable concentrate (EC). Adequate methods are available to monitor all compounds given in the respective residue definition. Only single methods for the determination of residues are available since a multi-residue-method like the German S19 or the Dutch MM1 is not applicable due to the nature of the residues. However, it should be noted that full validation of the method of analysis for food commodities is not available as no independent laboratory validation data are available. As well as this further validation data are required for the method of analysis for air. Some analytical methods as well as methods and data relating to physical, chemical and technical properties are available to ensure that quality control measurements of the plant protection product are possible. There are still some outstanding data gaps for the relevant impurities. Acute toxicity during oral exposure is higher than by dermal application or inhalation. Therefore the proposed classification is Xn; R22 ``Harmful if swallowed{''}. The main effect observed during short term or long term exposure is the inhibition of acetyl cholinesterase activity. Based on this, the relevant oral short term NOAEL is 0.02 mg/kg bw/day in the dog studies. There is no genotoxic potential for diazinon, no carcinogenic effect in rats and mice, and no reproductive or developmental toxicity in rats and rabbits. No delayed neurotoxicity was observed in hens, and the NOAEL in the subchronic neurotoxicity study with rats is the same as the short term NOAEL, based on acetyl cholinesterase inhibition. The groundwater metabolites G 27550(3) and GS 31144(4) are not considered toxicologically significant, having no phosphate group susceptible to produce acetyl cholinesterase inhibition. They were concluded not relevant. The three impurities TEPP5, O, S-TEP6 and S, S-TEPP7 were very toxic in acute oral studies and considered of toxicological concern. Acute and subchronic human studies were submitted, but were either not acceptable, or had scientific deficiencies. The Acceptable Daily Intake (ADI) and Acceptable Operator Exposure Level (AOEL) are 0.0002 mg/kg bw/day and the Acute Reference Dose (ARfD) is 0.025 mg/kg bw, with the use of the safety factor 100. For the supported use on sugar beets, the estimated operator exposure according to the German or the UK models is largely above the AOEL, with or without the use of personal protective equipment (PPE) (2700\% of the AOEL with the use of PPE and respiratory protective equipment (RPE) according to the German model). The metabolism of diazinon in plants is clearly elucidated. The degradation pathway proceeds first through hydrolysis of the phosphorothioate ester link, leading to metabolite G 27550, which given its chemical structure has no cholinesterase activity. This compound is further hydroxylated and conjugated to glucose. Diazoxon is not observed. The amount of metabolites in comparison to the parent level is variable from crop to crop, but the residue definition can be restricted to parent compound only for monitoring and risk assessment as no other compound expected to add a contribution to the toxicological effects of diazinon was identified. Supervised residue trials were conducted suggesting the setting of a MRL at 0.5 mg/kg in pome fruits, and indicating that residues in sugar beet roots are below 0.01 mg/kg. No residues are expected in following crops and no plant- back restriction is needed. Processing of apples leads to a clear reduction of the diazinon levels in juice and sauce. However, the formation of a degradation product (desethyl diazinon), identified under specific hydrolysis conditions, was not investigated in practical conditions. This compound is recommended for inclusion in the residue definition for risk assessment in processed commodities. The metabolism of diazinon in livestock has been investigated and parent compound was found to be the major compound of toxicological relevance in animal tissues. Diazinon exhibits a lipophilic behaviour. Two metabolites, diazoxon and a hydroxylated form of diazinon were also present. The residue definition in animal commodities can be restricted to diazinon on the basis of the representative uses considered in this peer-review, leading to a low livestock dietary exposure and non significant transfer of residues to animal tissues, as demonstrated by feeding studies. The short and long term exposure assessments were conducted and indicated potential exceedences of the ADI and ARfD, which in some cases appear to be severe, in particular for infants and toddlers, with high consumption levels of pome fruits. In soil diazinon exhibited low to moderate persistence. Significant sinks for the pyridine ring-C-14-radiolabel used in the aerobic laboratory studies were residue not extracted by acetonitrile: water or methanol/water (9-38\% of applied radioactivity (AR) after 76-119 days) and mineralisation to CO2 5.8-86\% AR at 76-119 days. The major (>10\% AR) metabolite in soil extracts was G 27550 accounting for up to 82\% AR which exhibited high soil persistence. This metabolite may have the potential to accumulate in soil if applications are made to the same field in successive years. Diazinon exhibited medium to low soil mobility and G 27550 exhibited very high mobility based on the results of guideline batch laboratory adsorption experiments. The minor soil degradation product (max. 4.7\% AR) GS 31144 was also characterised as exhibiting very high soil mobility on the basis of quantitative structure activity relationships (QSAR) computer modelling. In aerobic laboratory natural sediment water system experiments, diazinon exhibited low persistence (dissipation DT50 in water 3.9-4.7 days) as a consequence of a combination of partitioning to sediment (accounting for up to 77\%AR at 0 days) and biodegradation. In the water phase the metabolite G 27550 accounted for a maximum of 47\%AR 30 days after application, levels subsequently declined (DT50 in water estimated at 87 days). G 27550 was also present in sediment (maximum 22.7\%AR). Residues not extracted from sediment by acetonitrile and acetonitrile: water represented 22-49\%AR at study end (100 days). Mineralisation to CO2 of the pyridine ring-C-14-radiolabel used accounted for only 4.7-5.1 \% AR by 100 days. The available surface water exposure assessment just considered the spray drift route of entry to surface water. The potential exposure of surface water with parent diazinon and the soil metabolite G 27550 via the drainage and runoff routes of entry has not been assessed in the available EU level exposure assessment. Member States should therefore carry out a surface water exposure and consequent aquatic risk assessment for diazinon and G 27550 from the runoff and drainage routes of exposure at the national level, should diazinon be included in Annex 1. Appropriate FOCUS groundwater modelling is not available. This is required. Based on the available FOCUS PEARL modelling that utilised too favourable input parameters, annual average recharge concentrations leaving the top 1m soil column >0.75 mu g/L are already indicated for G 27550. For GS 31144 these concentrations are indicated to be >0.1 mu g/L. Based on current information it cannot be excluded that these concentrations for GS 31144 may be shown by appropriate modelling to be >0.75 mu g/L. Non relevance assessments are therefore required for both these potential groundwater contaminants. A significant dissipation route of diazinon from plants and soil will be volatilisation to the atmosphere. However calculated relatively rapid photooxidation through reaction with the hydroxyl radicals present in the upper atmosphere, indicate that diazinon is unlikely to be subject to long range atmospheric transport. A high acute, short and long term risk for insectivorous birds was identified in the first tier assessment for both evaluated uses. Based on actual measured concentrations of diazinon and degradation of residues in orchards the short and long term risk in apples/pears is considered low. However, the high acute risk remains. For sugar beet no valid residue data are available to refine the assessment. A high long term risk to insectivorous mammals was identified in both sugar beet and orchards. A risk for secondary poisoning was identified for earthworm-and fish-eating birds and mammals for the use in orchards and for earthworm-eating mammals for the use in sugar beet. Diazinon is very toxic to aquatic organisms. Risk mitigation measures comparable to 30 m buffer zones are required in orchards, and to 5 m in sugar beet. The toxicity to bees is high. Sugar beet is however not attractive to bees and application in orchards is late in the season after flowering. The risk to bees is therefore considered to be low. Non-target arthropods outside the field would be affected from the treatment in orchards. A potential for recolonisation has been shown in an aged residue study. However, a prerequisite for recolonisation from off-field non-target arthropod populations is that off-field populations are not affected. Therefore the risk to off-field non-target arthropods needs to be further addressed for the use in orchards. The acute risk to earthworms from diazinon and the soil metabolites is low and long term studies are not considered necessary. However, the risk to earthworms and other soil macro-organisms from the more persistent metabolite G 27550 needs to be addressed for a full conclusion. The risk to soil micro-organisms, non-target plants and biological methods of sewage treatment is considered to be low."
