,StudyID,GroupID,ExperimentID,EffectID,Author,Year,Journal,SpeciesCom,SpeciesSci,Class,WildLabRear,WildLabExp,Sex,ManipLifeStage,ManipLifeStage.,ManipLifeStage.,ManipLifeStage.,ManipLifeStage.,ManipLifeStage.,ManipPostDiet,ManipConditionEffect,ManipNotes,ManipGroups,ExpLifeStage,ExpAge,ExpType,ExpVar,RiskContext,ExpVarUnit,ExpRepeated,ExpNotes,nLC,meanLC,sdLC,seLC,CILC,nHC,meanHC,sdHC,seHC,CIHC,TestStatType,TestStatValue,df,P,error,error_description,RiskEffectDirection,Marginalised,DataLocation,DataPresentation,Exclude,ExclusionReason,Extraction.notes
87,CD273,EG078,EX090,ES0510,Horváth,2017,Behavioral Ecology and Sociobiology,Carpetan rock lizard,Iberolacerta cyreni,reptile,wild,lab,male,adult,We captured 60 adult I. cyreni males by noosing during the mating season (between May 31 and June 3),We captured 60 adult I. cyreni males by noosing during the mating season (between May 31 and June 3),We captured 60 adult I. cyreni males by noosing during the mating season (between May 31 and June 3),We captured 60 adult I. cyreni males by noosing during the mating season (between May 31 and June 3),We captured 60 adult I. cyreni males by noosing during the mating season (between May 31 and June 3),continuous,unknown,"Low food males were provided with four house crickets every second afternoon (ca. 14.00 pm [UTC + 02.00]) for 3 h. After this time window, all remaining crickets were removed from the home cages. In contrast, high food males were fed daily (with the same amount starting at the same time), uneaten crickets being removed only 5 h later.",no,adult,unknown,predator response,refuge emergence proportion,predation_response,proportion (individual),yes,"individuals disturbed (picked up) and placed in refuge, time to emerge recorded.",30,0.441666667,0.307212794,0.056089126,NA,30,0.437037037,0.249545493,0.045560565,NA,,,,,yes,"for me it looked like the HC group has the bigger se, so I guess the LC and HC might be switched",positive,yes,Figure 3,figure,,,ManipDuration taken as estimated average of 4 repeat trials
294,CD645,EG214,EX266,ES1717,Lönnstedt,2012,Proceedings of the Royal Society B: Biological Sciences,Ward's damsel,Pomacentrus wardi,ray-finned fish,wild,wild,unknown,juvenile,juvenile coral reef damselfish,juvenile coral reef damselfish,juvenile coral reef damselfish,juvenile coral reef damselfish,juvenile coral reef damselfish,continuous,yes (length),"Fish were pre-conditioned with one of two feeding treatments for 6–8 days (well- and poorly fed fish, 2500 and 320 Artemia per litre in the rearing tanks three times daily, respectively).",no,juvenile,unknown,novel environment,bite rate,novelenvironment_exploration,count,no,"After the 30 min predator conditioning, fish were placed
into a labelled plastic bag containing sea water and photographed
against a 1 cm grid for the measurement of body
size. Fish were then released onto individual patch reefs
(25   20   15 cm) positioned 3 m from the reef edge (2 m
apart) within 2 h of conditioning. Patch reefs were composed
of a combination of live and dead Pocillopora damicornis, a
bushy hard coral. A fine mesh cage was placed over the
patch reef for 40–60 min to prevent predation during
acclimation to their new habitat.
(c) Behavioural assessment
Following acclimation, the behaviour of fish was quantified for
3 min following previously developed protocols [17,28,33,34].
Briefly, the behaviour of each fish was assessed by a scuba
diver positioned approximately 1 m away from the patch. A
magnifying glass (4 ) aided the assessment of bite rates and
space use over the 3 min focal animal sampling period for
each fish. Four aspects of activity and behaviour were assessed:
(i) bite rate; (ii) total distance moved (cm); (iii) maximum
distance ventured from the habitat patch (cm); and (iv) boldness
(recorded as a variable on a continuous scale from 0 to 3,
where 0 was hiding in hole and seldom emerging; 1 was
retreating to a hole when scared and taking more than 5 s to
re-emerge, weakly or tentatively striking at food; 2 was
shying to shelter when scared but quickly emerging, with purposeful
strikes at food; and 3 was not hiding when scared,
exploring around the coral patch and striking aggressively at
food). At the end of the 3 min observation period, the fish
were approached with a pencil, and the fish’s reaction and
latency to emerge from shelter was taken into account in the
assessment of boldness. This measure of boldness has been
found to be repeatable between observers, consistent in the
short term for newly settled damselfish and related to survival
in the field ([17]; M. I. McCormick 2009, unpublished data).",102,39.55704,19.72827195,1.95339,NA,104,33.98718,19.74012999,1.935679,NA,,,,,,"I cannot figure out, where the data comes from",positive,no,"Lonnstedt, O.; McCormick, M. (2018). Role of predator experience in influencing prey behaviour and survival - dataset. James Cook University. (dataset). http://dx.doi.org/10.4225/28/5a67dd4ea9254 (sheet 3)",table,,,
11,CD083,EG219,EX273,ES0143,Bonte,2008,Basic and Applied Ecology,Erigone dentipalpis,Erigone dentipalpis,arachnid,lab,lab,female,adult,"Until 1 week after maturation, spiders were fed ad libitum with Sinella curviseta (Collembola) and Drosophila melanogaster (Diptera). Thereafter individuals from each family were randomly assigned to one of two treatments: ","Until 1 week after maturation, spiders were fed ad libitum with Sinella curviseta (Collembola) and Drosophila melanogaster (Diptera). Thereafter individuals from each family were randomly assigned to one of two treatments: ","Until 1 week after maturation, spiders were fed ad libitum with Sinella curviseta (Collembola) and Drosophila melanogaster (Diptera). Thereafter individuals from each family were randomly assigned to one of two treatments: ","Until 1 week after maturation, spiders were fed ad libitum with Sinella curviseta (Collembola) and Drosophila melanogaster (Diptera). Thereafter individuals from each family were randomly assigned to one of two treatments: ","Until 1 week after maturation, spiders were fed ad libitum with Sinella curviseta (Collembola) and Drosophila melanogaster (Diptera). Thereafter individuals from each family were randomly assigned to one of two treatments: ",continuous,unknown (<1% mass loss),"Until 1 week after maturation, spiders were fed ad libitum with Sinella curviseta (Collembola) and Drosophila melanogaster (Diptera). Thereafter individuals from each family were randomly assigned to one of two treatments: ‘ad libitum feeding’ (diet identical to rearing conditions) and ‘oneweek starvation’. All individuals were tested exactly after one week of treatment.",no,adult,unknown,dispersal,tiptoe frequency,dispersalmigration,count per 20min,no,"The duration and frequency of individual tiptoe behaviour were measured during 20 min observation sessions under standardized conditions (2071 1C, RH ¼ 60%; wind velocity of 1.570.3 m/s). (duration of tiptoe behaviour related to the length of balloon thread produced called dispersal ability, frequency related to the propensity to disperse)",8,5.222984563,9.13752249,3.230602058,NA,10,3.041166381,3.238851652,1.024214822,NA,,,,,,,positive,no,Figure 5C,figure,,,"replicated at a clutch level, with siblings allocated  across treatments"
12,CD083,EG220,EX274,ES0144,Bonte,2008,Basic and Applied Ecology,Erigone dentipalpis,Erigone dentipalpis,arachnid,lab,lab,male,adult,"Until 1 week after maturation, spiders were fed ad libitum with Sinella curviseta (Collembola) and Drosophila melanogaster (Diptera). Thereafter individuals from each family were randomly assigned to one of two treatments: ","Until 1 week after maturation, spiders were fed ad libitum with Sinella curviseta (Collembola) and Drosophila melanogaster (Diptera). Thereafter individuals from each family were randomly assigned to one of two treatments: ","Until 1 week after maturation, spiders were fed ad libitum with Sinella curviseta (Collembola) and Drosophila melanogaster (Diptera). Thereafter individuals from each family were randomly assigned to one of two treatments: ","Until 1 week after maturation, spiders were fed ad libitum with Sinella curviseta (Collembola) and Drosophila melanogaster (Diptera). Thereafter individuals from each family were randomly assigned to one of two treatments: ","Until 1 week after maturation, spiders were fed ad libitum with Sinella curviseta (Collembola) and Drosophila melanogaster (Diptera). Thereafter individuals from each family were randomly assigned to one of two treatments: ",continuous,unknown (<1% mass loss),"Until 1 week after maturation, spiders were fed ad libitum with Sinella curviseta (Collembola) and Drosophila melanogaster (Diptera). Thereafter individuals from each family were randomly assigned to one of two treatments: ‘ad libitum feeding’ (diet identical to rearing conditions) and ‘oneweek starvation’. All individuals were tested exactly after one week of treatment.",no,adult,unknown,dispersal,tiptoe frequency,dispersalmigration,count per 20min,no,"The duration and frequency of individual tiptoe behaviour were measured during 20 min observation sessions under standardized conditions (2071 1C, RH ¼ 60%; wind velocity of 1.570.3 m/s). (duration of tiptoe behaviour related to the length of balloon thread produced called dispersal ability, frequency related to the propensity to disperse)",8,0.761578045,1.244413945,0.439966769,NA,8,2.315608919,3.176163215,1.122943274,NA,,,,,,,positive,no,Figure 5D,figure,,,"replicated at a clutch level, with siblings allocated  across treatments"
14,CD083,EG222,EX276,ES0146,Bonte,2008,Basic and Applied Ecology,Erigone arctica,Erigone arctica,arachnid,lab,lab,male,adult,"Until 1 week after maturation, spiders were fed ad libitum with Sinella curviseta (Collembola) and Drosophila melanogaster (Diptera). Thereafter individuals from each family were randomly assigned to one of two treatments: ","Until 1 week after maturation, spiders were fed ad libitum with Sinella curviseta (Collembola) and Drosophila melanogaster (Diptera). Thereafter individuals from each family were randomly assigned to one of two treatments: ","Until 1 week after maturation, spiders were fed ad libitum with Sinella curviseta (Collembola) and Drosophila melanogaster (Diptera). Thereafter individuals from each family were randomly assigned to one of two treatments: ","Until 1 week after maturation, spiders were fed ad libitum with Sinella curviseta (Collembola) and Drosophila melanogaster (Diptera). Thereafter individuals from each family were randomly assigned to one of two treatments: ","Until 1 week after maturation, spiders were fed ad libitum with Sinella curviseta (Collembola) and Drosophila melanogaster (Diptera). Thereafter individuals from each family were randomly assigned to one of two treatments: ",continuous,unknown (<1% mass loss),"Until 1 week after maturation, spiders were fed ad libitum with Sinella curviseta (Collembola) and Drosophila melanogaster (Diptera). Thereafter individuals from each family were randomly assigned to one of two treatments: ‘ad libitum feeding’ (diet identical to rearing conditions) and ‘oneweek starvation’. All individuals were tested exactly after one week of treatment.",no,adult,unknown,dispersal,tiptoe frequency,dispersalmigration,count per 20min,no,"The duration and frequency of individual tiptoe behaviour were measured during 20 min observation sessions under standardized conditions (2071 1C, RH ¼ 60%; wind velocity of 1.570.3 m/s). (duration of tiptoe behaviour related to the length of balloon thread produced called dispersal ability, frequency related to the propensity to disperse)",9,1.188356164,0.870927512,0.290309171,NA,8,2.003424658,1.694079861,0.598947679,NA,,,,,,,positive,no,Figure 5B,figure,,,"replicated at a clutch level, with siblings allocated  across treatments"
15,CD083,EG221,EX275,ES0145,Bonte,2008,Basic and Applied Ecology,Erigone arctica,Erigone arctica,arachnid,lab,lab,female,adult,"Until 1 week after maturation, spiders were fed ad libitum with Sinella curviseta (Collembola) and Drosophila melanogaster (Diptera). Thereafter individuals from each family were randomly assigned to one of two treatments: ","Until 1 week after maturation, spiders were fed ad libitum with Sinella curviseta (Collembola) and Drosophila melanogaster (Diptera). Thereafter individuals from each family were randomly assigned to one of two treatments: ","Until 1 week after maturation, spiders were fed ad libitum with Sinella curviseta (Collembola) and Drosophila melanogaster (Diptera). Thereafter individuals from each family were randomly assigned to one of two treatments: ","Until 1 week after maturation, spiders were fed ad libitum with Sinella curviseta (Collembola) and Drosophila melanogaster (Diptera). Thereafter individuals from each family were randomly assigned to one of two treatments: ","Until 1 week after maturation, spiders were fed ad libitum with Sinella curviseta (Collembola) and Drosophila melanogaster (Diptera). Thereafter individuals from each family were randomly assigned to one of two treatments: ",continuous,unknown (<1% mass loss),"Until 1 week after maturation, spiders were fed ad libitum with Sinella curviseta (Collembola) and Drosophila melanogaster (Diptera). Thereafter individuals from each family were randomly assigned to one of two treatments: ‘ad libitum feeding’ (diet identical to rearing conditions) and ‘oneweek starvation’. All individuals were tested exactly after one week of treatment.",no,adult,unknown,dispersal,tiptoe frequency,dispersalmigration,count per 20min,no,"The duration and frequency of individual tiptoe behaviour were measured during 20 min observation sessions under standardized conditions (2071 1C, RH ¼ 60%; wind velocity of 1.570.3 m/s). (duration of tiptoe behaviour related to the length of balloon thread produced called dispersal ability, frequency related to the propensity to disperse)",13,10.49163316,8.357562872,2.317970882,NA,12,5.619730185,5.183122589,1.496238611,NA,,,,,,,positive,no,Figure 5A,figure,,,"replicated at a clutch level, with siblings allocated  across treatments"
1,CD001,EG223,EX277,ES0001,Chivers,2000,Environmental Biology of Fishes,reticulate sculpins,Cottus perplexus,ray-finned fish,wild,lab,unknown,unknown,Fish across the study are approximately 5 - 5.1 cm long on average,Fish across the study are approximately 5 - 5.1 cm long on average,Fish across the study are approximately 5 - 5.1 cm long on average,Fish across the study are approximately 5 - 5.1 cm long on average,Fish across the study are approximately 5 - 5.1 cm long on average,continuous,unknown,We immediately began to feed five randomly selected fish ad libitum with live zooplankton while depriving the other five fish of food. Two days later (day 5) we tested both the satiated and food deprived fish for a response to chemical cues of injured sculpins that was mixed with a solution of live zooplankton.,no,unknown,unknown,novel environment,time moving,novelenvironment_activity,time moving,no,"Each trial consisted of two 10-minute phases, a pre-stimulus and a post-stimulus phase. Between each phase there was a 30-second interval at which time 10 ml of the appropriate stimulus was injected via the plastic tubing. During both the pre- and post-stimulus phases, we recorded the time each fish spent swimming. A reduction in movement is considered an antipredator response for sculpins (e.g. Hugie et al. 1991,",5,120.6703911,52.46639947,23.46368715,NA,5,135.9404097,60.79439939,27.18808194,NA,,,,,,,positive,no,Figure 2,figure,,,
2,CD001,EG223,EX277,ES0002,Chivers,2000,Environmental Biology of Fishes,reticulate sculpins,Cottus perplexus,ray-finned fish,wild,lab,unknown,unknown,Fish across the study are approximately 5 - 5.1 cm long on average,Fish across the study are approximately 5 - 5.1 cm long on average,Fish across the study are approximately 5 - 5.1 cm long on average,Fish across the study are approximately 5 - 5.1 cm long on average,Fish across the study are approximately 5 - 5.1 cm long on average,continuous,unknown,We immediately began to feed five randomly selected fish ad libitum with live zooplankton while depriving the other five fish of food. Two days later (day 5) we tested both the satiated and food deprived fish for a response to chemical cues of injured sculpins that was mixed with a solution of live zooplankton.,no,unknown,unknown,predator response,time moving,predation_response,time moving,no,"Each trial consisted of two 10-minute phases, a pre-stimulus and a post-stimulus phase. Between each phase there was a 30-second interval at which time 10 ml of the appropriate stimulus was injected via the plastic tubing. During both the pre- and post-stimulus phases, we recorded the time each fish spent swimming. A reduction in movement is considered an antipredator response for sculpins (e.g. Hugie et al. 1991,",5,113.594041,59.12879941,26.44320298,NA,5,91.99255121,54.96479945,24.58100559,NA,,,,,,,positive,no,Figure 2,figure,,,
3,CD004,EG002,EX003,ES0007,KrauseT,2012,Behaviour,guppy,Poecilia reticulata,ray-finned fish,lab,lab,mixed,juvenile,2-3 week old; median size 11.10-11.20mm at start of experiment,2-3 week old; median size 11.10-11.20mm at start of experiment,2-3 week old; median size 11.10-11.20mm at start of experiment,2-3 week old; median size 11.10-11.20mm at start of experiment,2-3 week old; median size 11.10-11.20mm at start of experiment,continuous,yes (body length; growth rate),high (6 days per week feeding); low (3 days per week feeding),no,juvenile,42-49,light dark test,latency to enter dark,novelenvironment_lightdarktest,sec,no,"individuals placed in experimental tank, half shaded half light. Released into the light side, latency to enter dark and time spent in each half recorded",16,7.059936909,3.41936745,0.854841863,NA,16,6.03785489,3.705553507,0.926388377,NA,,,,,,,positive,yes,Figure 5a,figure,,,
4,CD004,EG002,EX002,ES0006,KrauseT,2012,Behaviour,guppy,Poecilia reticulata,ray-finned fish,lab,lab,mixed,juvenile,2-3 week old; median size 11.10-11.20mm at start of experiment,2-3 week old; median size 11.10-11.20mm at start of experiment,2-3 week old; median size 11.10-11.20mm at start of experiment,2-3 week old; median size 11.10-11.20mm at start of experiment,2-3 week old; median size 11.10-11.20mm at start of experiment,continuous,yes (body length; growth rate),high (6 days per week feeding); low (3 days per week feeding),no,juvenile,42-49,refuge use in home environment,swimming depth,NA,cm,no,"individuals swimming depth in holding tanks, with plants for refuge in the bottom area, with high and low predator exposure x high and low rations",16,2.086956522,0.830018612,0.207504653,NA,16,2.014492754,0.863359499,0.215839875,NA,,,,,,,negative,yes,Figure 4,figure,exclude_all,excluded behavioural response variable,"as the measurments were taken throughout the treatment, ManipDuration set at half total treatment time"
5,CD004,EG002,EX003,ES0008,KrauseT,2012,Behaviour,guppy,Poecilia reticulata,ray-finned fish,lab,lab,mixed,juvenile,2-3 week old; median size 11.10-11.20mm at start of experiment,2-3 week old; median size 11.10-11.20mm at start of experiment,2-3 week old; median size 11.10-11.20mm at start of experiment,2-3 week old; median size 11.10-11.20mm at start of experiment,2-3 week old; median size 11.10-11.20mm at start of experiment,continuous,yes (body length; growth rate),high (6 days per week feeding); low (3 days per week feeding),no,juvenile,42-49,light dark test,time spent in light,novelenvironment_lightdarktest,sec,no,"individuals placed in experimental tank, half shaded half light. Released into the light side, latency to enter dark and time spent in each half recorded",16,25.64564565,6.494100747,1.623525187,NA,16,22.75525526,7.40564733,1.851411833,NA,,,,,,,positive,yes,Figure 5b,figure,,,
20,CD108,EG028,EX034,ES0172,Candolin,1999,Animal Behaviour,three-spined stickleback,Gasterosteus aculeatus,ray-finned fish,wild,lab,male,adult,reproductively active,reproductively active,reproductively active,reproductively active,reproductively active,unknown,yes (lipid content),"For 3 weeks, one group of males was food deprived, whereas the other was fed in excess twice a day with carotenoid-free fish food (Rehuraisio Ltd, Raiso, Finland).",no,adult,reproductively active,predator response,reduction in leads,predation_response,percentage (individual),no,"individual placed in experimental container and exposed to females, courtship effort recorded before and after predator exposure",22,54.8,51.12553178,10.9,NA,22,97.1,7.973706792,1.7,NA,,,,,,,negative,no,Table 2,table,,,
21,CD108,EG028,EX034,ES0173,Candolin,1999,Animal Behaviour,three-spined stickleback,Gasterosteus aculeatus,ray-finned fish,wild,lab,male,adult,reproductively active,reproductively active,reproductively active,reproductively active,reproductively active,unknown,yes (lipid content),"For 3 weeks, one group of males was food deprived, whereas the other was fed in excess twice a day with carotenoid-free fish food (Rehuraisio Ltd, Raiso, Finland).",no,adult,reproductively active,predator response,reduction in time spent courting,predation_response,percentage (individual),no,"individual placed in experimental container and exposed to females, courtship effort recorded before and after predator exposure",22,36.7,47.84224075,10.2,NA,22,86.1,29.54961929,6.3,NA,,,,,,,negative,no,Table 2,table,,,
22,CD113,EG029,EX035,ES0176,Carlson,2015,Hydrobiologia,wood frog,Lithobates sylvaticus,amphibian,lab (wild caught eggs),lab,unknown,juvenile,"We did not determine the developmental stage of the tadpoles, but there was no substantial hindlimb development.","We did not determine the developmental stage of the tadpoles, but there was no substantial hindlimb development.","We did not determine the developmental stage of the tadpoles, but there was no substantial hindlimb development.","We did not determine the developmental stage of the tadpoles, but there was no substantial hindlimb development.","We did not determine the developmental stage of the tadpoles, but there was no substantial hindlimb development.",continuous,unknown,"‘‘fasted’’ treatment (half the tubs) had no access to food while the ‘‘fed’’ tadpoles had excess algae, rabbit chow, and leaf litte",no,juvenile,"We did not determine the developmental stage of the tadpoles, but there was no substantial hindlimb development.",predator response,distance to alarm cue,predation_response,cm,no,"individuals placed in experimental arena with an alarm cue from an injured conspecific presented, activity and position recorded",24,17.109375,8.994220149,1.8359375,NA,24,19.2578125,9.185586535,1.875,NA,,,,,,,negative,no,Figure 2b,figure,,,reponse to non-alarm cue not extracted as not a clearly relevant behaviour
23,CD113,EG029,EX035,ES0175,Carlson,2015,Hydrobiologia,wood frog,Lithobates sylvaticus,amphibian,lab (wild caught eggs),lab,unknown,juvenile,"We did not determine the developmental stage of the tadpoles, but there was no substantial hindlimb development.","We did not determine the developmental stage of the tadpoles, but there was no substantial hindlimb development.","We did not determine the developmental stage of the tadpoles, but there was no substantial hindlimb development.","We did not determine the developmental stage of the tadpoles, but there was no substantial hindlimb development.","We did not determine the developmental stage of the tadpoles, but there was no substantial hindlimb development.",continuous,unknown,"‘‘fasted’’ treatment (half the tubs) had no access to food while the ‘‘fed’’ tadpoles had excess algae, rabbit chow, and leaf litte",no,juvenile,"We did not determine the developmental stage of the tadpoles, but there was no substantial hindlimb development.",predator response,activity,predation_response,count (model residuals),no,"individuals placed in experimental arena with an alarm cue from an injured conspecific presented, activity and position recorded",24,1.312977099,2.393394558,0.488549618,NA,24,-1.786259542,1.608061969,0.328244275,NA,,,,,,,positive,no,Figure 2a,figure,exclude_lnrr,non-ratio scale variable,
24,CD113,EG029,EX035,ES0174,Carlson,2015,Hydrobiologia,wood frog,Lithobates sylvaticus,amphibian,lab (wild caught eggs),lab,unknown,juvenile,"We did not determine the developmental stage of the tadpoles, but there was no substantial hindlimb development.","We did not determine the developmental stage of the tadpoles, but there was no substantial hindlimb development.","We did not determine the developmental stage of the tadpoles, but there was no substantial hindlimb development.","We did not determine the developmental stage of the tadpoles, but there was no substantial hindlimb development.","We did not determine the developmental stage of the tadpoles, but there was no substantial hindlimb development.",continuous,unknown,"‘‘fasted’’ treatment (half the tubs) had no access to food while the ‘‘fed’’ tadpoles had excess algae, rabbit chow, and leaf litte",no,juvenile,"We did not determine the developmental stage of the tadpoles, but there was no substantial hindlimb development.",novel environment,activity,novelenvironment_activity,count (model residuals),no,"individuals placed in experimental arena with a cue from an uninjured conspecific presented, activity and position recorded (only activity extracted for non-alarm cue)",24,0.473282443,1.795045918,0.366412214,NA,24,-1.290076336,1.234094069,0.251908397,NA,,,,,,,positive,no,Figure 2a,figure,exclude_lnrr,non-ratio scale variable,
25,CD120,EG031,EX037,ES0189,Chivers,2014,Animal Behaviour,wood frog,Lithobates sylvaticus,amphibian,lab (wild caught eggs),lab,unknown,juvenile,"All tadpoles were at Gosner stage 25 (Gosner, 1960) at the time of testing","All tadpoles were at Gosner stage 25 (Gosner, 1960) at the time of testing","All tadpoles were at Gosner stage 25 (Gosner, 1960) at the time of testing","All tadpoles were at Gosner stage 25 (Gosner, 1960) at the time of testing","All tadpoles were at Gosner stage 25 (Gosner, 1960) at the time of testing",continuous,unknown,"plastic cups that contained a thin layer of biofilm and algae on the sides, providing the tadpoles with a restricted diet. Half of the cups were then supplemented with alfalfa pellets and Tetramin flakes. ",no,juvenile,"All tadpoles were at Gosner stage 25 (Gosner, 1960) at the time of testing",novel environment,activity,novelenvironment_activity,proportion (individual),no,"individual placed in empty contained and observed by scan sampling, proportion of time moving recorded",40,0.314716981,0.262528711,0.041509434,NA,40,0.064150943,0.105011485,0.016603774,NA,,,,,,,positive,no,Figure 2,figure,,,
69,CD161,EG039,EX044,ES0271,Dill,1997,Behavioral Ecology,calcareous tubeworm,Serpula vermicularis,polychaete,wild,lab,unknown,unknown,"These worms live in calcareous tubes of their own construction, cemented to rocks in lower intertidal and subtidal habitats, virtually throughout the world. Individuals dt at the mouths of their tubes, filtering small particles from the seawater with a bilobed fan, which is susceptible to being nipped by small fishes and perhaps crabs (maybe can identify the life stage from this)","These worms live in calcareous tubes of their own construction, cemented to rocks in lower intertidal and subtidal habitats, virtually throughout the world. Individuals dt at the mouths of their tubes, filtering small particles from the seawater with a bilobed fan, which is susceptible to being nipped by small fishes and perhaps crabs (maybe can identify the life stage from this)","These worms live in calcareous tubes of their own construction, cemented to rocks in lower intertidal and subtidal habitats, virtually throughout the world. Individuals dt at the mouths of their tubes, filtering small particles from the seawater with a bilobed fan, which is susceptible to being nipped by small fishes and perhaps crabs (maybe can identify the life stage from this)","These worms live in calcareous tubes of their own construction, cemented to rocks in lower intertidal and subtidal habitats, virtually throughout the world. Individuals dt at the mouths of their tubes, filtering small particles from the seawater with a bilobed fan, which is susceptible to being nipped by small fishes and perhaps crabs (maybe can identify the life stage from this)","These worms live in calcareous tubes of their own construction, cemented to rocks in lower intertidal and subtidal habitats, virtually throughout the world. Individuals dt at the mouths of their tubes, filtering small particles from the seawater with a bilobed fan, which is susceptible to being nipped by small fishes and perhaps crabs (maybe can identify the life stage from this)",starvation,unknown,"For the 5 days before tests, the worms were fed 10 ml of algal suspension daily (Figure 3). A 2-day period without food (but with daily water changes) then ensued (5-6 September). During the first 5-day test period (7-11 September), four tanks received 25 ml of algal suspension daily; the other 4 tanks received 5 mL This was followed by another 2-day period without feeding (but with water changes), intended to dear the worms' guts and equalize hunger levels. ",no,unknown,unknown,predator response,latency to emerge,predation_response,sec,yes,"We produced a consistent, repeatable fright stimulus using a solenoid relay from an automobile starter, mounted on a plexiglass hanger dipped onto the side of each tank. The solenoids could be triggered at will by means of a 12-V battery, producing a single, strong vibration in the tank and fanning most worms to withdraw into their tubes.... We calculated mean hiding times for individual worms, tanks, ",21,187.2,108.1487864,23.6,NA,22,223.6,189.0237551,40.3,NA,,,,,,,negative,no,Table 2,table,,,
