"","StudyID","GroupID","ExperimentID","EffectID","Author","Year","Journal","SpeciesCom","SpeciesSci","Class","WildLabRear","WildLabExp","Sex","ManipLifeStage","ManipLifeStage.","ManipType","ManipDirection","ManipDuration","ManipOffset","ManipPostDiet","ManipConditionEffect","ManipNotes","ManipGroups","ExpLifeStage","ExpAge","ExpType","ExpVar","RiskContext","ExpVarUnit","ExpRepeated","ExpNotes","nLC","meanLC","sdLC","seLC","CILC","nHC","meanHC","sdHC","seHC","CIHC","TestStatType","TestStatValue","df","P","RiskEffectDirection","Marginalised","DataLocation","DataPresentation","Exclude","ExclusionReason","Extraction.notes"
"1318","CD543","EG174","EX206","ES1318","Tang","2018","Journal of Ethology","qingbo","Spinibarbus sinensis","ray-finned fish","commercial","lab","unknown","juvenile","Juvenile qingbo (body mass, 1.89 ± 0.01 g; standard body length, 4.73 ± 0.01 cm; n = 320) were collected from a local fishery to guarantee that they were naïve to fish predators and had not experienced starvation.","starvation","restrict",12,82,"starvation","yes (cites another study)","The uneaten food and faeces were removed by a siphon 1 h after feeding. All qingbo were fasted for 2 days prior to any of the experimental measurements, except that the starved individuals underwent 2 weeks of fasting.","no","juvenile","unknown","novel environment","latency to reach inspection area","novelenvironment_exploration","sec","no","(Replicated as pairs): The experimental tank was divided into three compartments, including an acclimatization compartment (length × width × height, 16.5 × 35 × 35 cm), which provided a refuge with artificial plants; a predator compartment (length × width × height, 15 × 35 × 35 cm), which either housed a predator (predator-present measurement condition) or was kept empty (predator-absent measurement condition); and an experimental compartment (length × width × height, 38.5 × 35 × 35 cm). ... Pairs of fish were then simultaneously acclimated to the predator for 0.5 h (or acclimated to the tank with no predator under the predator-absent condition). Then, 10 ml of qingbo skin extract fluid or physiological saline solution was added to the water in the inspection zone after 0.5 h, after which the opaque sheet between the acclimatization and experimental compartments was pulled out, and the behaviour of the qingbo was monitored for 0.5 h by webcam at 15 frames per second. Twenty measurements of any of four treatments were performed under either the predator-present or the predator-absent condition.","40","94.71458774","79.44137338","12.56078402",NA,"39","204.9547352","267.7571623","42.87546007",NA,"","","","","negative","yes","Figure 2a","figure","","","marginalised between predator pre-exposure groups"
"1319","CD543","EG174","EX206","ES1319","Tang","2018","Journal of Ethology","qingbo","Spinibarbus sinensis","ray-finned fish","commercial","lab","unknown","juvenile","Juvenile qingbo (body mass, 1.89 ± 0.01 g; standard body length, 4.73 ± 0.01 cm; n = 320) were collected from a local fishery to guarantee that they were naïve to fish predators and had not experienced starvation.","starvation","restrict",12,82,"starvation","yes (cites another study)","The uneaten food and faeces were removed by a siphon 1 h after feeding. All qingbo were fasted for 2 days prior to any of the experimental measurements, except that the starved individuals underwent 2 weeks of fasting.","no","juvenile","unknown","novel environment","total number of inspections","novelenvironment_exploration","count per hour","no","(Replicated as pairs): The experimental tank was divided into three compartments, including an acclimatization compartment (length × width × height, 16.5 × 35 × 35 cm), which provided a refuge with artificial plants; a predator compartment (length × width × height, 15 × 35 × 35 cm), which either housed a predator (predator-present measurement condition) or was kept empty (predator-absent measurement condition); and an experimental compartment (length × width × height, 38.5 × 35 × 35 cm). ... Pairs of fish were then simultaneously acclimated to the predator for 0.5 h (or acclimated to the tank with no predator under the predator-absent condition). Then, 10 ml of qingbo skin extract fluid or physiological saline solution was added to the water in the inspection zone after 0.5 h, after which the opaque sheet between the acclimatization and experimental compartments was pulled out, and the behaviour of the qingbo was monitored for 0.5 h by webcam at 15 frames per second. Twenty measurements of any of four treatments were performed under either the predator-present or the predator-absent condition.","40","32.93851988","16.0336467","2.535142139",NA,"39","38.99529042","21.52575704","3.446879734",NA,"","","","","positive","yes","Figure 2b","figure","","","marginalised between predator pre-exposure groups"
"1320","CD543","EG174","EX206","ES1320","Tang","2018","Journal of Ethology","qingbo","Spinibarbus sinensis","ray-finned fish","commercial","lab","unknown","juvenile","Juvenile qingbo (body mass, 1.89 ± 0.01 g; standard body length, 4.73 ± 0.01 cm; n = 320) were collected from a local fishery to guarantee that they were naïve to fish predators and had not experienced starvation.","starvation","restrict",12,82,"starvation","yes (cites another study)","The uneaten food and faeces were removed by a siphon 1 h after feeding. All qingbo were fasted for 2 days prior to any of the experimental measurements, except that the starved individuals underwent 2 weeks of fasting.","no","juvenile","unknown","novel environment","time inspecting","novelenvironment_exploration","sec","no","(Replicated as pairs): The experimental tank was divided into three compartments, including an acclimatization compartment (length × width × height, 16.5 × 35 × 35 cm), which provided a refuge with artificial plants; a predator compartment (length × width × height, 15 × 35 × 35 cm), which either housed a predator (predator-present measurement condition) or was kept empty (predator-absent measurement condition); and an experimental compartment (length × width × height, 38.5 × 35 × 35 cm). ... Pairs of fish were then simultaneously acclimated to the predator for 0.5 h (or acclimated to the tank with no predator under the predator-absent condition). Then, 10 ml of qingbo skin extract fluid or physiological saline solution was added to the water in the inspection zone after 0.5 h, after which the opaque sheet between the acclimatization and experimental compartments was pulled out, and the behaviour of the qingbo was monitored for 0.5 h by webcam at 15 frames per second. Twenty measurements of any of four treatments were performed under either the predator-present or the predator-absent condition.","40","13.26567695","9.021417414","1.426411338",NA,"39","19.66275895","7.186176252","1.150709136",NA,"","","","","positive","yes","Figure 2c","figure","","","marginalised between predator pre-exposure groups"
"1321","CD543","EG174","EX206","ES1321","Tang","2018","Journal of Ethology","qingbo","Spinibarbus sinensis","ray-finned fish","commercial","lab","unknown","juvenile","Juvenile qingbo (body mass, 1.89 ± 0.01 g; standard body length, 4.73 ± 0.01 cm; n = 320) were collected from a local fishery to guarantee that they were naïve to fish predators and had not experienced starvation.","starvation","restrict",12,82,"starvation","yes (cites another study)","The uneaten food and faeces were removed by a siphon 1 h after feeding. All qingbo were fasted for 2 days prior to any of the experimental measurements, except that the starved individuals underwent 2 weeks of fasting.","no","juvenile","unknown","shoaling","distance between fish","novelenvironment_shoaling","cm","no","(Replicated as pairs): The experimental tank was divided into three compartments, including an acclimatization compartment (length × width × height, 16.5 × 35 × 35 cm), which provided a refuge with artificial plants; a predator compartment (length × width × height, 15 × 35 × 35 cm), which either housed a predator (predator-present measurement condition) or was kept empty (predator-absent measurement condition); and an experimental compartment (length × width × height, 38.5 × 35 × 35 cm). ... Pairs of fish were then simultaneously acclimated to the predator for 0.5 h (or acclimated to the tank with no predator under the predator-absent condition). Then, 10 ml of qingbo skin extract fluid or physiological saline solution was added to the water in the inspection zone after 0.5 h, after which the opaque sheet between the acclimatization and experimental compartments was pulled out, and the behaviour of the qingbo was monitored for 0.5 h by webcam at 15 frames per second. Twenty measurements of any of four treatments were performed under either the predator-present or the predator-absent condition.","40","40.13914083","33.90704508","5.361174559",NA,"39","7.287302385","1.150618982","0.184246493",NA,"","","","","positive","yes","Figure 2d","figure","","","marginalised between predator pre-exposure groups"
"1322","CD543","EG174","EX206","ES1322","Tang","2018","Journal of Ethology","qingbo","Spinibarbus sinensis","ray-finned fish","commercial","lab","unknown","juvenile","Juvenile qingbo (body mass, 1.89 ± 0.01 g; standard body length, 4.73 ± 0.01 cm; n = 320) were collected from a local fishery to guarantee that they were naïve to fish predators and had not experienced starvation.","starvation","restrict",12,82,"starvation","yes (cites another study)","The uneaten food and faeces were removed by a siphon 1 h after feeding. All qingbo were fasted for 2 days prior to any of the experimental measurements, except that the starved individuals underwent 2 weeks of fasting.","no","juvenile","unknown","shoaling","synchronisation of speed","novelenvironment_shoaling","percentage (group)","no","(Replicated as pairs): The experimental tank was divided into three compartments, including an acclimatization compartment (length × width × height, 16.5 × 35 × 35 cm), which provided a refuge with artificial plants; a predator compartment (length × width × height, 15 × 35 × 35 cm), which either housed a predator (predator-present measurement condition) or was kept empty (predator-absent measurement condition); and an experimental compartment (length × width × height, 38.5 × 35 × 35 cm). ... Pairs of fish were then simultaneously acclimated to the predator for 0.5 h (or acclimated to the tank with no predator under the predator-absent condition). Then, 10 ml of qingbo skin extract fluid or physiological saline solution was added to the water in the inspection zone after 0.5 h, after which the opaque sheet between the acclimatization and experimental compartments was pulled out, and the behaviour of the qingbo was monitored for 0.5 h by webcam at 15 frames per second. Twenty measurements of any of four treatments were performed under either the predator-present or the predator-absent condition.","40","59.65465702","15.7196544","2.485495596",NA,"39","39.84529726","33.29728069","5.331832083",NA,"","","","","negative","yes","Figure 2e","figure","","","marginalised between predator pre-exposure groups"
"1323","CD543","EG174","EX206","ES1323","Tang","2018","Journal of Ethology","qingbo","Spinibarbus sinensis","ray-finned fish","commercial","lab","unknown","juvenile","Juvenile qingbo (body mass, 1.89 ± 0.01 g; standard body length, 4.73 ± 0.01 cm; n = 320) were collected from a local fishery to guarantee that they were naïve to fish predators and had not experienced starvation.","starvation","restrict",12,82,"starvation","yes (cites another study)","The uneaten food and faeces were removed by a siphon 1 h after feeding. All qingbo were fasted for 2 days prior to any of the experimental measurements, except that the starved individuals underwent 2 weeks of fasting.","no","juvenile","unknown","shoaling","proportion of solitary inspections","novelenvironment_shoaling","percentage (group)","no","(Replicated as pairs): The experimental tank was divided into three compartments, including an acclimatization compartment (length × width × height, 16.5 × 35 × 35 cm), which provided a refuge with artificial plants; a predator compartment (length × width × height, 15 × 35 × 35 cm), which either housed a predator (predator-present measurement condition) or was kept empty (predator-absent measurement condition); and an experimental compartment (length × width × height, 38.5 × 35 × 35 cm). ... Pairs of fish were then simultaneously acclimated to the predator for 0.5 h (or acclimated to the tank with no predator under the predator-absent condition). Then, 10 ml of qingbo skin extract fluid or physiological saline solution was added to the water in the inspection zone after 0.5 h, after which the opaque sheet between the acclimatization and experimental compartments was pulled out, and the behaviour of the qingbo was monitored for 0.5 h by webcam at 15 frames per second. Twenty measurements of any of four treatments were performed under either the predator-present or the predator-absent condition.","40","2.756410256","4.245945823","0.671342981",NA,"39","36.40520235","32.20103562","5.156292385",NA,"","","","","positive","yes","Figure 2f","figure","","","marginalised between predator pre-exposure groups"
"1324","CD543","EG175","EX207","ES1324","Tang","2018","Journal of Ethology","qingbo","Spinibarbus sinensis","ray-finned fish","commercial","lab","unknown","juvenile","Juvenile qingbo (body mass, 1.89 ± 0.01 g; standard body length, 4.73 ± 0.01 cm; n = 320) were collected from a local fishery to guarantee that they were naïve to fish predators and had not experienced starvation.","starvation","restrict",12,82,"starvation","yes (cites another study)","The uneaten food and faeces were removed by a siphon 1 h after feeding. All qingbo were fasted for 2 days prior to any of the experimental measurements, except that the starved individuals underwent 2 weeks of fasting.","no","juvenile","unknown","predator response","latency to reach inspection area","predation_response","sec","no","(Replicated as pairs): The experimental tank was divided into three compartments, including an acclimatization compartment (length × width × height, 16.5 × 35 × 35 cm), which provided a refuge with artificial plants; a predator compartment (length × width × height, 15 × 35 × 35 cm), which either housed a predator (predator-present measurement condition) or was kept empty (predator-absent measurement condition); and an experimental compartment (length × width × height, 38.5 × 35 × 35 cm). ... Pairs of fish were then simultaneously acclimated to the predator for 0.5 h (or acclimated to the tank with no predator under the predator-absent condition). Then, 10 ml of qingbo skin extract fluid or physiological saline solution was added to the water in the inspection zone after 0.5 h, after which the opaque sheet between the acclimatization and experimental compartments was pulled out, and the behaviour of the qingbo was monitored for 0.5 h by webcam at 15 frames per second. Twenty measurements of any of four treatments were performed under either the predator-present or the predator-absent condition.","40","90.90909091","119.755347","18.93498293",NA,"39","97.16485065","120.8367896","19.34937202",NA,"","","","","negative","yes","Figure 2a","figure","","","marginalised between predator pre-exposure groups"
"1325","CD543","EG175","EX207","ES1325","Tang","2018","Journal of Ethology","qingbo","Spinibarbus sinensis","ray-finned fish","commercial","lab","unknown","juvenile","Juvenile qingbo (body mass, 1.89 ± 0.01 g; standard body length, 4.73 ± 0.01 cm; n = 320) were collected from a local fishery to guarantee that they were naïve to fish predators and had not experienced starvation.","starvation","restrict",12,82,"starvation","yes (cites another study)","The uneaten food and faeces were removed by a siphon 1 h after feeding. All qingbo were fasted for 2 days prior to any of the experimental measurements, except that the starved individuals underwent 2 weeks of fasting.","no","juvenile","unknown","predator response","total number of inspections","predation_response","count per hour","no","(Replicated as pairs): The experimental tank was divided into three compartments, including an acclimatization compartment (length × width × height, 16.5 × 35 × 35 cm), which provided a refuge with artificial plants; a predator compartment (length × width × height, 15 × 35 × 35 cm), which either housed a predator (predator-present measurement condition) or was kept empty (predator-absent measurement condition); and an experimental compartment (length × width × height, 38.5 × 35 × 35 cm). ... Pairs of fish were then simultaneously acclimated to the predator for 0.5 h (or acclimated to the tank with no predator under the predator-absent condition). Then, 10 ml of qingbo skin extract fluid or physiological saline solution was added to the water in the inspection zone after 0.5 h, after which the opaque sheet between the acclimatization and experimental compartments was pulled out, and the behaviour of the qingbo was monitored for 0.5 h by webcam at 15 frames per second. Twenty measurements of any of four treatments were performed under either the predator-present or the predator-absent condition.","40","68.46938776","28.14228812","4.449686452",NA,"39","51.36577708","25.84409437","4.138367119",NA,"","","","","positive","yes","Figure 2b","figure","","","marginalised between predator pre-exposure groups"
"1326","CD543","EG175","EX207","ES1326","Tang","2018","Journal of Ethology","qingbo","Spinibarbus sinensis","ray-finned fish","commercial","lab","unknown","juvenile","Juvenile qingbo (body mass, 1.89 ± 0.01 g; standard body length, 4.73 ± 0.01 cm; n = 320) were collected from a local fishery to guarantee that they were naïve to fish predators and had not experienced starvation.","starvation","restrict",12,82,"starvation","yes (cites another study)","The uneaten food and faeces were removed by a siphon 1 h after feeding. All qingbo were fasted for 2 days prior to any of the experimental measurements, except that the starved individuals underwent 2 weeks of fasting.","no","juvenile","unknown","predator response","time inspecting","predation_response","sec","no","(Replicated as pairs): The experimental tank was divided into three compartments, including an acclimatization compartment (length × width × height, 16.5 × 35 × 35 cm), which provided a refuge with artificial plants; a predator compartment (length × width × height, 15 × 35 × 35 cm), which either housed a predator (predator-present measurement condition) or was kept empty (predator-absent measurement condition); and an experimental compartment (length × width × height, 38.5 × 35 × 35 cm). ... Pairs of fish were then simultaneously acclimated to the predator for 0.5 h (or acclimated to the tank with no predator under the predator-absent condition). Then, 10 ml of qingbo skin extract fluid or physiological saline solution was added to the water in the inspection zone after 0.5 h, after which the opaque sheet between the acclimatization and experimental compartments was pulled out, and the behaviour of the qingbo was monitored for 0.5 h by webcam at 15 frames per second. Twenty measurements of any of four treatments were performed under either the predator-present or the predator-absent condition.","40","13.93528184","4.874191383","0.770677326",NA,"39","20.18467962","11.50989126","1.843057638",NA,"","","","","positive","yes","Figure 2c","figure","","","marginalised between predator pre-exposure groups"
"1327","CD543","EG175","EX207","ES1327","Tang","2018","Journal of Ethology","qingbo","Spinibarbus sinensis","ray-finned fish","commercial","lab","unknown","juvenile","Juvenile qingbo (body mass, 1.89 ± 0.01 g; standard body length, 4.73 ± 0.01 cm; n = 320) were collected from a local fishery to guarantee that they were naïve to fish predators and had not experienced starvation.","starvation","restrict",12,82,"starvation","yes (cites another study)","The uneaten food and faeces were removed by a siphon 1 h after feeding. All qingbo were fasted for 2 days prior to any of the experimental measurements, except that the starved individuals underwent 2 weeks of fasting.","no","juvenile","unknown","predator response (shoaling)","distance between fish","predation_shoaling","cm","no","(Replicated as pairs): The experimental tank was divided into three compartments, including an acclimatization compartment (length × width × height, 16.5 × 35 × 35 cm), which provided a refuge with artificial plants; a predator compartment (length × width × height, 15 × 35 × 35 cm), which either housed a predator (predator-present measurement condition) or was kept empty (predator-absent measurement condition); and an experimental compartment (length × width × height, 38.5 × 35 × 35 cm). ... Pairs of fish were then simultaneously acclimated to the predator for 0.5 h (or acclimated to the tank with no predator under the predator-absent condition). Then, 10 ml of qingbo skin extract fluid or physiological saline solution was added to the water in the inspection zone after 0.5 h, after which the opaque sheet between the acclimatization and experimental compartments was pulled out, and the behaviour of the qingbo was monitored for 0.5 h by webcam at 15 frames per second. Twenty measurements of any of four treatments were performed under either the predator-present or the predator-absent condition.","40","7.4291939","1.456226541","0.230249633",NA,"39","6.74152282","1.641292348","0.262817114",NA,"","","","","positive","yes","Figure 2d","figure","","","marginalised between predator pre-exposure groups"
"1328","CD543","EG175","EX207","ES1328","Tang","2018","Journal of Ethology","qingbo","Spinibarbus sinensis","ray-finned fish","commercial","lab","unknown","juvenile","Juvenile qingbo (body mass, 1.89 ± 0.01 g; standard body length, 4.73 ± 0.01 cm; n = 320) were collected from a local fishery to guarantee that they were naïve to fish predators and had not experienced starvation.","starvation","restrict",12,82,"starvation","yes (cites another study)","The uneaten food and faeces were removed by a siphon 1 h after feeding. All qingbo were fasted for 2 days prior to any of the experimental measurements, except that the starved individuals underwent 2 weeks of fasting.","no","juvenile","unknown","predator response (shoaling)","synchronisation of speed","predation_shoaling","percentage (group)","no","(Replicated as pairs): The experimental tank was divided into three compartments, including an acclimatization compartment (length × width × height, 16.5 × 35 × 35 cm), which provided a refuge with artificial plants; a predator compartment (length × width × height, 15 × 35 × 35 cm), which either housed a predator (predator-present measurement condition) or was kept empty (predator-absent measurement condition); and an experimental compartment (length × width × height, 38.5 × 35 × 35 cm). ... Pairs of fish were then simultaneously acclimated to the predator for 0.5 h (or acclimated to the tank with no predator under the predator-absent condition). Then, 10 ml of qingbo skin extract fluid or physiological saline solution was added to the water in the inspection zone after 0.5 h, after which the opaque sheet between the acclimatization and experimental compartments was pulled out, and the behaviour of the qingbo was monitored for 0.5 h by webcam at 15 frames per second. Twenty measurements of any of four treatments were performed under either the predator-present or the predator-absent condition.","40","72.42290749","5.020867012","0.793868779",NA,"40","71.15088106","3.202395071","0.50634312",NA,"","","","","negative","yes","Figure 2e","figure","","","marginalised between predator pre-exposure groups"
"1329","CD543","EG175","EX207","ES1329","Tang","2018","Journal of Ethology","qingbo","Spinibarbus sinensis","ray-finned fish","commercial","lab","unknown","juvenile","Juvenile qingbo (body mass, 1.89 ± 0.01 g; standard body length, 4.73 ± 0.01 cm; n = 320) were collected from a local fishery to guarantee that they were naïve to fish predators and had not experienced starvation.","starvation","restrict",12,82,"starvation","yes (cites another study)","The uneaten food and faeces were removed by a siphon 1 h after feeding. All qingbo were fasted for 2 days prior to any of the experimental measurements, except that the starved individuals underwent 2 weeks of fasting.","no","juvenile","unknown","predator response (shoaling)","proportion of solitary inspections","predation_shoaling","percentage (group)","no","(Replicated as pairs): The experimental tank was divided into three compartments, including an acclimatization compartment (length × width × height, 16.5 × 35 × 35 cm), which provided a refuge with artificial plants; a predator compartment (length × width × height, 15 × 35 × 35 cm), which either housed a predator (predator-present measurement condition) or was kept empty (predator-absent measurement condition); and an experimental compartment (length × width × height, 38.5 × 35 × 35 cm). ... Pairs of fish were then simultaneously acclimated to the predator for 0.5 h (or acclimated to the tank with no predator under the predator-absent condition). Then, 10 ml of qingbo skin extract fluid or physiological saline solution was added to the water in the inspection zone after 0.5 h, after which the opaque sheet between the acclimatization and experimental compartments was pulled out, and the behaviour of the qingbo was monitored for 0.5 h by webcam at 15 frames per second. Twenty measurements of any of four treatments were performed under either the predator-present or the predator-absent condition.","40","5.673076923","6.633124414","1.048789058",NA,"39","8.44017094","14.14755837","2.265422403",NA,"","","","","positive","yes","Figure 2f","figure","","","marginalised between predator pre-exposure groups"
"1330","CD550","EG176","EX208","ES1330","Thomson","2012","Hormones and Behavior","rainbow trout","Oncorhynchus mykiss","ray-finned fish","lab","lab","unknown","unknown","Experimental fish (n=75, 93.48±3.94 g)","quantity","restrict",7,82,"continuous","yes (mass)","To generate different levels of hunger in the subjects, fish were fed one of two quantities of feed. Those on a high diet were fed 2%±0.01 g body weight per day, whilst those fed on a low feed routine were only provided with 0.15%±0.01 g body weight per day to induce fasting","no","unknown","unknown","novel object","change in latency to approach","novelobject_response","sec","no","Boldnesswas assessed using a standard novel object paradigm(Frost et al., 2007; Thomson et al., 2011) whereby a novel object was placed centrally into the tank and the behaviour was recorded for 10 min (after which the object was removed). Novel objects comprised an orange rubber stopper (7.1 cm mean diameter, 4.9 cm height) and a blue transparent box weighted with gravel (7.5×5.3×3.8 cm). We focussed on two key behavioural responses (see Thomson et al., 2011 for details): 1) latency to approach towithin 5 cmofthenovel object (s); and, 2) The duration of passive behaviour (s), which included the subject resting at the base of the tank, pivoting on its own axis, and drifting across the tank, but excluded swimming greater than one body length. ","34","69.81821476","255.0923589","43.74797863",NA,"34","33.63630873","204.261008","35.03047387",NA,"","","","","negative","yes","Figure 1","figure","","","marginalised across predator pre-exposure treatments first, then across bold/shy groups"
"1331","CD550","EG176","EX208","ES1331","Thomson","2012","Hormones and Behavior","rainbow trout","Oncorhynchus mykiss","ray-finned fish","lab","lab","unknown","unknown","Experimental fish (n=75, 93.48±3.94 g)","quantity","restrict",7,82,"continuous","yes (mass)","To generate different levels of hunger in the subjects, fish were fed one of two quantities of feed. Those on a high diet were fed 2%±0.01 g body weight per day, whilst those fed on a low feed routine were only provided with 0.15%±0.01 g body weight per day to induce fasting","no","unknown","unknown","novel object","change in passive duration","novelobject_response","sec","no","Boldnesswas assessed using a standard novel object paradigm(Frost et al., 2007; Thomson et al., 2011) whereby a novel object was placed centrally into the tank and the behaviour was recorded for 10 min (after which the object was removed). Novel objects comprised an orange rubber stopper (7.1 cm mean diameter, 4.9 cm height) and a blue transparent box weighted with gravel (7.5×5.3×3.8 cm). We focussed on two key behavioural responses (see Thomson et al., 2011 for details): 1) latency to approach towithin 5 cmofthenovel object (s); and, 2) The duration of passive behaviour (s), which included the subject resting at the base of the tank, pivoting on its own axis, and drifting across the tank, but excluded swimming greater than one body length. ","34","32.9102748","141.2217485","24.21933005",NA,"34","27.05827171","130.8761022","22.44506636",NA,"","","","","negative","yes","Figure 2","figure","","","marginalised across predator pre-exposure treatments first, then across bold/shy groups"
"1386","CD555","EG179","EX218","ES1386","Tremmel","2014","Physiology and Behavior","Galeruca tanaceti","Galeruca tanaceti","insect","lab","lab","female","both","from hatching to testing","quality","restrict",45.375,82,"continuous","yes (mass, development)","Larvae were divided into three treatment groups (rearing conditions) and fed with cabbage leaf disks (diameter: 2.5 cm) of either (1) young inner leaves, (2) old (mature) outer leaves, or (3) young and old leaves offered in alternating order every other day. (alternating not used for behavioural trials)","no","adult","as ManipDuration","novel environment","activity","novelenvironment_activity","percentage (individual)","no","Two-week old beetles were placed individually in Petri dishes (diameter: 8.8 cm) and recordedwith awebcam (LifeCam VX-2000, Microsoft, Washington, USA) for 1 h.A motion detector software (CamAlert 2.9.23, Max Christian Pohle) was used to screen for movements once per second and to take a picture whenever amovementwas detected. The number of movements (=pictures)was then used for statistical analyses (see 2.5).","19","16.07142857","19.38999276","4.448369419",NA,"18","1.666666667","1.16274467","0.274061547",NA,"","","","","positive","no","Figure 4","figure","","","ManipDuration taken as average development time (time to eclosion) + 2, 4 or 6 weeks for each behavioural trial round"
"1387","CD555","EG179","EX219","ES1387","Tremmel","2014","Physiology and Behavior","Galeruca tanaceti","Galeruca tanaceti","insect","lab","lab","female","both","from hatching to testing","quality","restrict",59.375,82,"continuous","yes (mass, development)","Larvae were divided into three treatment groups (rearing conditions) and fed with cabbage leaf disks (diameter: 2.5 cm) of either (1) young inner leaves, (2) old (mature) outer leaves, or (3) young and old leaves offered in alternating order every other day. (alternating not used for behavioural trials)","no","adult","as ManipDuration","novel environment","covered distance","novelenvironment_activity","unknown","yes","as in CD554","","","","",NA,"","","","",NA,"","","","","positive","no","","","exclude_all","insufficient data available","ManipDuration taken as average development time (time to eclosion) + 2, 4 or 6 weeks for each behavioural trial round"
"1388","CD555","EG179","EX219","ES1388","Tremmel","2014","Physiology and Behavior","Galeruca tanaceti","Galeruca tanaceti","insect","lab","lab","female","both","from hatching to testing","quality","restrict",73.375,82,"continuous","yes (mass, development)","Larvae were divided into three treatment groups (rearing conditions) and fed with cabbage leaf disks (diameter: 2.5 cm) of either (1) young inner leaves, (2) old (mature) outer leaves, or (3) young and old leaves offered in alternating order every other day. (alternating not used for behavioural trials)","no","adult","as ManipDuration","novel environment","covered distance","novelenvironment_activity","unknown","yes","as in CD554","","","","",NA,"","","","",NA,"","","","","positive","no","","","exclude_all","insufficient data available","ManipDuration taken as average development time (time to eclosion) + 2, 4 or 6 weeks for each behavioural trial round"
"1389","CD555","EG179","EX219","ES1389","Tremmel","2014","Physiology and Behavior","Galeruca tanaceti","Galeruca tanaceti","insect","lab","lab","female","both","from hatching to testing","quality","restrict",59.375,82,"continuous","yes (mass, development)","Larvae were divided into three treatment groups (rearing conditions) and fed with cabbage leaf disks (diameter: 2.5 cm) of either (1) young inner leaves, (2) old (mature) outer leaves, or (3) young and old leaves offered in alternating order every other day. (alternating not used for behavioural trials)","no","adult","as ManipDuration","novel environment","amount of movements","novelenvironment_activity","count","yes","as in CD554","","","","",NA,"","","","",NA,"","","","","positive","no","","","exclude_all","insufficient data available","ManipDuration taken as average development time (time to eclosion) + 2, 4 or 6 weeks for each behavioural trial round"
"1390","CD555","EG179","EX219","ES1390","Tremmel","2014","Physiology and Behavior","Galeruca tanaceti","Galeruca tanaceti","insect","lab","lab","female","both","from hatching to testing","quality","restrict",73.375,82,"continuous","yes (mass, development)","Larvae were divided into three treatment groups (rearing conditions) and fed with cabbage leaf disks (diameter: 2.5 cm) of either (1) young inner leaves, (2) old (mature) outer leaves, or (3) young and old leaves offered in alternating order every other day. (alternating not used for behavioural trials)","no","adult","as ManipDuration","novel environment","amount of movements","novelenvironment_activity","count","yes","as in CD554","","","","",NA,"","","","",NA,"","","","","positive","no","","","exclude_all","insufficient data available","ManipDuration taken as average development time (time to eclosion) + 2, 4 or 6 weeks for each behavioural trial round"
"1391","CD555","EG179","EX219","ES1391","Tremmel","2014","Physiology and Behavior","Galeruca tanaceti","Galeruca tanaceti","insect","lab","lab","female","both","from hatching to testing","quality","restrict",59.375,82,"continuous","yes (mass, development)","Larvae were divided into three treatment groups (rearing conditions) and fed with cabbage leaf disks (diameter: 2.5 cm) of either (1) young inner leaves, (2) old (mature) outer leaves, or (3) young and old leaves offered in alternating order every other day. (alternating not used for behavioural trials)","no","adult","as ManipDuration","novel environment","number of turning angles <90","novelenvironment_exploration","count","yes","as in CD554","","","","",NA,"","","","",NA,"","","","","positive","no","","","exclude_all","insufficient data available","ManipDuration taken as average development time (time to eclosion) + 2, 4 or 6 weeks for each behavioural trial round"
"1392","CD555","EG179","EX219","ES1392","Tremmel","2014","Physiology and Behavior","Galeruca tanaceti","Galeruca tanaceti","insect","lab","lab","female","both","from hatching to testing","quality","restrict",73.375,82,"continuous","yes (mass, development)","Larvae were divided into three treatment groups (rearing conditions) and fed with cabbage leaf disks (diameter: 2.5 cm) of either (1) young inner leaves, (2) old (mature) outer leaves, or (3) young and old leaves offered in alternating order every other day. (alternating not used for behavioural trials)","no","adult","as ManipDuration","novel environment","number of turning angles <90","novelenvironment_exploration","count","yes","as in CD554","","","","",NA,"","","","",NA,"","","","","positive","no","","","exclude_all","insufficient data available","ManipDuration taken as average development time (time to eclosion) + 2, 4 or 6 weeks for each behavioural trial round"
"1393","CD555","EG179","EX219","ES1393","Tremmel","2014","Physiology and Behavior","Galeruca tanaceti","Galeruca tanaceti","insect","lab","lab","female","both","from hatching to testing","quality","restrict",59.375,82,"continuous","yes (mass, development)","Larvae were divided into three treatment groups (rearing conditions) and fed with cabbage leaf disks (diameter: 2.5 cm) of either (1) young inner leaves, (2) old (mature) outer leaves, or (3) young and old leaves offered in alternating order every other day. (alternating not used for behavioural trials)","no","adult","as ManipDuration","novel environment","variance of turning angles","novelenvironment_exploration","unknown","yes","as in CD554","","","","",NA,"","","","",NA,"","","","","positive","no","","","exclude_all","insufficient data available","ManipDuration taken as average development time (time to eclosion) + 2, 4 or 6 weeks for each behavioural trial round"
